"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_genderMaxes","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","speakerGendersMaxes","topic","whichSpPoliticsFirst","assertiveness_rating","block2","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","location_rating","republican_rating","rt_block2","slide_number_block2","spBelief_rating","state_correct","state_incorrect","state_type","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error"
4263,"default","the minimum wage is too low","M","block1","M-S-Anthony.png","critical","list2","list2_2","list2_NS","Ken didn't suggest that","Anthony","liberal",1,"suggest",3484,14,"S",2,"minimum_wage","NS",0.59,"block2",0.18,0.47,0,0.53,0,0.8,11933,31,0.27,"Tennessee","Alaska","INCORRECT","block3",0.8,9469,38,NA,11,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4263,"default","mask mandates are unnecessary","F","block1","F-N-Anna.png","critical","list2","list2_2","list2_NS","Wendy didn't admit that","Anna","conservative",0,"admit",5234,15,"N",2,"masks","NS",0.45,"block2",0.8,0.51,0.42,0.64,1,0.19,98285,36,0.2,"Maryland","New Mexico","CORRECT","block3",0.86,4442,54,NA,12,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4263,"default","Trump's policies improved the American economy","M","block1","M-S-Ryan.png","critical","list2","list2_2","list2_NS","Tony didn't suggest that","Ryan","conservative",0.14,"suggest",5376,16,"S",2,"Trump_economy","NS",0.43,"block2",0.28,0.36,0.04,0.34,1,0.73,14880,35,0.67,"Arkansas","Utah","CORRECT","block3",0.73,7082,40,NA,13,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4263,"default","closing businesses during COVID was unnecessary","F","block1","F-S-Lily.png","MC","list2","list2_2","list2_NS",NA,"Lily","conservative",0,NA,3105,17,"S",2,"lockdown","NS",0.44,"block2",0.59,0.66,0.79,0.68,0,0.28,13488,27,0.15,"Missouri","North Dakota","INCORRECT","block3",1,6533,56,NA,14,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4263,"default","the 2020 election was legitimate","M","block1","M-N-John.png","critical","list2","list2_2","list2_NS","Jen isn't right that","John","liberal",0.99,"be_right",2982,18,"N",2,"2020_election","NS",0.73,"block2",0.93,0.82,0.09,0.87,1,0.1,18461,21,0.97,"California","West Virginia","CORRECT","block3",0,6001,47,NA,15,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4263,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_2","list2_NS",NA,NA,NA,0,NA,2865,19,NA,2,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"default","Perceptions of people's political beliefs based on where they live","Yes",24,"Yes",NA,4,"Female",1,NA,NA,"Dem",0.06,0,0,0,0,0,0,NA,1,"KY","['KY', 'TX']","Southern",NA
4089,"default","immigrants steal jobs from Americans","F","block1","F-S-Sarah.png","critical","list1","list1_1","list1_NS","Ben doesn't think that","Sarah","conservative",0,"think",5078,4,"S",1,"immigrants","NS",0.54,"block2",0,0.09,0.38,0,0,0.98,25856,31,1,"Kentucky","Utah","INCORRECT","block3",0.55,7824,48,NA,1,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","COVID is a dangerous virus","M","block1","M-N-Daniel.png","critical","list1","list1_1","list1_NS","Mary didn't hear that","Daniel","liberal",1,"hear",5712,5,"N",1,"COVID","NS",0.68,"block2",0.84,0.71,0.15,0.72,1,0.14,27071,34,0.86,"Washington","Minnesota","CORRECT","block3",0.5,6720,58,NA,2,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","Trump handled the pandemic badly","F","block1","F-S-Kimberly.png","critical","list1","list1_1","list1_NS","Danny doesn't think that","Kimberly","liberal",1,"think",5695,6,"S",1,"Trump_pandemic","NS",0.24,"block2",0.03,0.24,0.89,0.23,0,1,24280,25,0,"Alabama","Illinois","INCORRECT","block3",0.5,13759,43,NA,3,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","it is too easy to get an abortion","M","block1","M-N-Tim.png","critical","list1","list1_1","list1_NS","Grace didn't hear that","Tim","conservative",0,"hear",3512,7,"N",1,"abortion","NS",0.22,"block2",0.85,0.55,0.43,0.5,0,0.08,37137,21,0.19,"California","Florida","INCORRECT","block3",0.56,7374,54,NA,4,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the 2020 election was rigged","M","block1","M-N-James.png","critical","list1","list1_1","list1_NS","Jen didn't confess that","James","conservative",0,"confess",3864,8,"N",1,"2020_election","NS",0.73,"block2",0.86,0.47,0.18,0.72,0,0.07,17447,30,0.02,"New York","Conneticut","INCORRECT","block3",0.82,6966,47,NA,5,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","it is too difficult to buy guns","F","block1","F-S-Amy.png","critical","list1","list1_1","list1_NS","Owen didn't acknowledge","Amy","conservative",0,"acknowledge",3952,9,"S",1,"gun_laws","NS",0.74,"block2",0.02,0.28,0.24,0.25,1,0.98,26903,32,0.66,"Arkansas","Idaho","CORRECT","block3",0.86,7760,60,NA,6,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","Trump's policies damaged the American economy","M","block1","M-S-Jason.png","critical","list1","list1_1","list1_NS","Tony didn't pretend that","Jason","liberal",1,"pretend",5071,10,"S",1,"Trump_economy","NS",0.31,"block2",0.11,0.31,0.31,0.3,0,0.87,22639,33,0.08,"Kentucky","Nevada","INCORRECT","block3",0.5,11600,55,NA,7,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the rich are taxed too little","F","block1","F-N-Rachel.png","MC","list1","list1_1","list1_NS",NA,"Rachel","liberal",1,NA,3608,11,"N",1,"taxes","NS",0.77,"block2",0.98,0.76,0.67,0.73,0.99,0.01,23743,28,0.99,"Michigan","Rhode Island","CORRECT","block3",0.97,4304,59,NA,8,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_1","list1_NS",NA,NA,NA,1,NA,4585,12,NA,1,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","medicaid is overfunded","F","block1","F-N-Helen.png","critical","list1","list1_1","list1_NS","Allison isn't annoyed that","Helen","conservative",0,"be_annoyed",3423,13,"N",1,"medicaid","NS",0.58,"block2",0.91,0.53,0.54,0.55,0.99,0.09,31007,27,0,"California","New Hampshire","CORRECT","block3",0.48,4606,45,NA,10,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-S-Anthony.png","critical","list1","list1_1","list1_NS","Glenn didn't acknowledge","Anthony","liberal",1,"acknowledge",4195,14,"S",1,"capitol_uprising","NS",0.79,"block2",0.03,0.23,0.17,0.25,0,0.99,19495,29,0,"Tennessee","Alaska","INCORRECT","block3",0.85,6558,49,NA,11,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","mask mandates are necessary","F","block1","F-N-Michelle.png","critical","list1","list1_1","list1_NS","Wendy isn't annoyed that","Michelle","liberal",1,"be_annoyed",3567,15,"N",1,"masks","NS",0.24,"block2",0.14,0.25,0.67,0.22,1,0.93,26168,23,0.05,"Pennsylvania","Hawaii","CORRECT","block3",0.49,8248,44,NA,12,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","closing businesses during COVID was necessary","F","block1","F-S-Lily.png","MC","list1","list1_1","list1_NS",NA,"Lily","liberal",1,NA,3520,16,"S",1,"lockdown","NS",0.37,"block2",0.81,0.61,0.62,0.5,1,0.17,34640,26,0.8,"Missouri","New Jersey","CORRECT","block3",1,7103,42,NA,13,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the minimum wage is too high","M","block1","M-S-Michael.png","critical","list1","list1_1","list1_NS","Ken didn't pretend that","Michael","conservative",0,"pretend",3599,17,"S",1,"minimum_wage","NS",0.39,"block2",0.34,0.39,0.06,0.29,1,0.9,29551,22,0.82,"Georgia","Delaware","CORRECT","block3",0.91,20992,38,NA,14,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_1","list1_NS",NA,NA,NA,0,NA,3719,18,NA,1,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4089,"default","the military is overfunded","F","block1","F-N-Lisa.png","critical","list1","list1_1","list1_NS","Emma didn't confess that","Lisa","liberal",1,"confess",26455,19,"N",1,"military","NS",0.47,"block2",0.5,0.47,0.84,0.47,0.97,0.53,22479,24,0.49,"Oregon","Wisconsin","CORRECT","block3",0.74,6672,51,NA,16,"default","How much personal opinions affect how you interpret what others say","Yes",39,"Yes",NA,2,"Female",3,"n/a","Democratic socialist","Other",0,0,0,0,0,0,0,NA,1,"OH","['MD', 'OH', 'VA']","somewhat southern",NA
4203,"default","Trump handled the pandemic badly","M","block1","M-N-Daniel.png","critical","list1","list1_2","list1_S","Danny doesn't see that","Daniel","liberal",0.98,"see",13075,4,"N",2,"Trump_pandemic","S",0.52,"block2",0.87,0.61,0.2,0.63,1,0.08,19808,33,0.91,"Washington","New Jersey","CORRECT","block3",0.96,8208,59,NA,1,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","mask mandates are necessary","M","block1","M-S-Michael.png","critical","list1","list1_2","list1_S","Wendy didn't admit that","Michael","liberal",0.78,"admit",3111,5,"S",2,"masks","S",0.57,"block2",0.09,0.37,0.08,0.36,0,0.87,18887,34,0,"Georgia","Delaware","INCORRECT","block3",0.8,5560,46,NA,2,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","it is too easy to get an abortion","F","block1","F-S-Kimberly.png","critical","list1","list1_2","list1_S","Grace doesn't know that","Kimberly","conservative",1,"know",4335,6,"S",2,"abortion","S",0.09,"block2",0.23,0.71,0.77,0.2,1,0.65,39055,23,1,"Alabama","Wisconsin","CORRECT","block3",0.97,10743,48,NA,3,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","closing businesses during COVID was necessary","M","block1","M-N-Jacob.png","MC","list1","list1_2","list1_S",NA,"Jacob","liberal",0,NA,5000,7,"N",2,"lockdown","S",0.25,"block2",0.88,0.47,0.11,0.49,1,0.06,20359,29,0.57,"Massachusetts","Conneticut","CORRECT","block3",0.93,5903,50,NA,4,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the military is overfunded","F","block1","F-S-Donna.png","critical","list1","list1_2","list1_S","Emma isn't annoyed that","Donna","liberal",1,"be_annoyed",5336,8,"S",2,"military","S",0.17,"block2",0.16,0.68,0.88,0.4,0,0.77,26150,22,0.01,"Tennessee","Illinois","INCORRECT","block3",0.88,17703,39,NA,5,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","Trump's policies damaged the American economy","F","block1","F-N-Elizabeth.png","critical","list1","list1_2","list1_S","Tony didn't suggest that","Elizabeth","liberal",0.45,"suggest",7424,9,"N",2,"Trump_economy","S",0.25,"block2",0.84,0.68,0.81,0.56,0,0.1,23527,28,0.67,"Colorado","Ohio","INCORRECT","block3",0.56,9383,40,NA,6,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","immigrants steal jobs from Americans","M","block1","M-N-James.png","critical","list1","list1_2","list1_S","Ben doesn't see that","James","conservative",0.07,"see",3344,10,"N",2,"immigrants","S",0.6,"block2",0.77,0.2,0.04,0.35,0,0.18,19854,35,0.69,"New York","Idaho","INCORRECT","block3",0.9,8423,53,NA,7,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the 2020 election was rigged","M","block1","M-S-Joseph.png","critical","list1","list1_2","list1_S","Jen isn't annoyed that","Joseph","conservative",0,"be_annoyed",2791,11,"S",2,"2020_election","S",0.32,"block2",0.13,0.25,0.05,0.07,1,0.78,15439,30,0.88,"Mississippi","Minnesota","CORRECT","block3",0.89,6359,60,NA,8,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_2","list1_S",NA,NA,NA,0,NA,2736,12,NA,2,"capital","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","medicaid is overfunded","M","block1","M-S-Jason.png","critical","list1","list1_2","list1_S","Allison didn't admit that","Jason","conservative",0.03,"admit",5072,13,"S",2,"medicaid","S",0.32,"block2",0.06,0.38,0.38,0.47,0,0.78,52657,21,0.87,"Kentucky","Alaska","INCORRECT","block3",0.74,9039,45,NA,10,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","it is too difficult to buy guns","F","block1","F-N-Anna.png","critical","list1","list1_2","list1_S","Owen didn't pretend that","Anna","conservative",0.1,"pretend",4968,14,"N",2,"gun_laws","S",0.3,"block2",0.75,0.65,0.82,0.51,1,0.2,23879,25,0.08,"Maryland","North Dakota","CORRECT","block3",0.17,11455,58,NA,11,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","COVID is a dangerous virus","F","block1","F-S-Amy.png","critical","list1","list1_2","list1_S","Mary doesn't know that","Amy","liberal",0.29,"know",2872,15,"S",2,"COVID","S",0.2,"block2",0.16,0.77,0.88,0.34,1,0.82,22623,36,0,"Arkansas","Vermont","CORRECT","block3",1,5624,61,NA,12,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the rich are taxed too little","M","block1","M-S-Eric.png","MC","list1","list1_2","list1_S",NA,"Eric","liberal",1,NA,2976,16,"S",2,"taxes","S",0.55,"block2",1,0.34,0.04,0.33,1,0,22383,27,1,"Louisiana","Nevada","CORRECT","block3",0.96,5199,44,NA,13,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_2","list1_S",NA,NA,NA,1,NA,5096,17,NA,2,"elections","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-N-John.png","critical","list1","list1_2","list1_S","Glenn didn't pretend that","John","liberal",0.41,"pretend",7247,18,"N",2,"capitol_uprising","S",0.48,"block2",0.91,0.53,0.1,0.56,0.98,0.05,26287,32,0.82,"California","New Mexico","CORRECT","block3",0.6,7887,57,NA,15,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4203,"default","the minimum wage is too high","F","block1","F-N-Lisa.png","critical","list1","list1_2","list1_S","Ken didn't suggest that","Lisa","conservative",0,"suggest",4039,19,"N",2,"minimum_wage","S",0.4,"block2",1,0.75,0.87,0.69,0,0,17152,31,0,"Oregon","South Dakota","INCORRECT","block3",0.2,9575,49,NA,16,"default","Impressions of people.","No",44,"Yes","No comments.",2,"Male",4,NA,NA,"Dem",0.48,0,0,0,0,0,0,NA,1,"NY","['NY']",NA,NA
4243,"default","medicaid is underfunded","F","block1","F-N-Helen.png","critical","list2","list2_1","list2_NS","Allison didn't acknowledge","Helen","liberal",0.88,"acknowledge",8180,4,"N",1,"medicaid","NS",0.81,"block2",0.78,0.93,1,0.89,0,0.19,63577,34,0.89,"California","Montana","INCORRECT","block3",0.89,7754,53,NA,1,"default","Perceptions of different people.","No",44,"Yes",NA,2,"Female",0,NA,NA,"Dem",0.17,0,0,0,1,0,0,NA,1,"OH","['IN', 'MI', 'OH']",NA,NA
4243,"default","it is too hard to get an abortion","M","block1","M-N-Tim.png","critical","list2","list2_1","list2_NS","Grace doesn't see that","Tim","liberal",0.86,"see",4050,5,"N",1,"abortion","NS",0.32,"block2",0.7,0.57,0,0.46,0,0.16,28595,26,0.16,"California","Ohio","INCORRECT","block3",1,42689,55,NA,2,"default","Perceptions of different people.","No",44,"Yes",NA,2,"Female",0,NA,NA,"Dem",0.17,0,0,0,1,0,0,NA,1,"OH","['IN', 'MI', 'OH']",NA,NA
4243,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_1","list2_NS",NA,NA,NA,0.02,NA,6069,6,NA,1,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"default","Perceptions of different people.","No",44,"Yes",NA,2,"Female",0,NA,NA,"Dem",0.17,0,0,0,1,0,0,NA,1,"OH","['IN', 'MI', 'OH']",NA,NA
