"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","topic","whichSpPoliticsFirst","Southern_rating","age_correct","age_incorrect","age_rating","age_type","assertiveness_rating","block2","compQuestionType","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","matrixName_correct","matrixName_incorrect","matrixName_type","republican_rating","rt_block2","slide_number_block2","spBelief_rating","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error","raceCollapsed","multipleRaces"
4697,"default","mask mandates are unnecessary","F","block1","F-N-Lisa.png","critical","list2","list2_NS","Wendy doesn't see that","Lisa","conservative",0,"see",3416,9,"N","masks","NS",0.27,34,21,1,"CORRECT",0.69,"block2","age_question",0.51,0.5,0.65,0.51,"Wendy","Rhonda","CORRECT",0.51,22999,29,0.51,"block3",0,19527,49,NA,6,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","COVID is an overhyped virus","M","block1","M-N-John.png","critical","list2","list2_NS","Mary doesn't know that","John","conservative",0,"know",2528,10,"N","covid","NS",0.19,30,20,1,"CORRECT",0.44,"block2","age_question",0.6,0.52,0,0.5,"Mary","Sam","CORRECT",0.44,22608,27,0.11,"block3",1,21535,45,NA,7,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_NS",NA,NA,NA,0,NA,3248,11,NA,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","Trump handled the pandemic well","M","block1","M-S-Ryan.png","critical","list2","list2_NS","Danny didn't hear that","Ryan","conservative",0.08,"hear",3784,12,"S","Trump_pandemic","NS",0.72,25,37,1,"CORRECT",0.5,"block2","age_question",0.4,0.49,0,0.49,"Danny","Marie","CORRECT",0.63,17944,33,0.51,"block3",0.77,22772,35,NA,9,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","Trump's policies improved the American economy","F","block1","F-S-Amy.png","critical","list2","list2_NS","Tony didn't say that","Amy","conservative",0.45,"say",6343,13,"S","Trump_economy","NS",0.67,26,31,0,"INCORRECT",0.58,"block2","name_question",0.43,0.49,0.68,0.5,"Tony","Bill","INCORRECT",0.63,17223,31,0.63,"block3",1,14039,51,NA,10,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","medicaid is underfunded","F","block1","F-N-Helen.png","critical","list2","list2_NS","Allison doesn't see that","Helen","liberal",0.49,"see",2448,14,"N","medicaid","NS",0.36,29,24,0,"INCORRECT",0.52,"block2","age_question",0.51,0.52,0.72,0.52,"Allison","Isabelle","INCORRECT",0.51,32111,22,0.51,"block3",1,12719,50,NA,11,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","immigrants support the economy","F","block1","F-S-Sarah.png","critical","list2","list2_NS","Ben didn't hear that","Sarah","liberal",0.5,"hear",8520,15,"S","immigrants","NS",0.89,30,42,0,"INCORRECT",0.59,"block2","name_question",0.32,0.5,0.64,0.5,"Ben","Shari","INCORRECT",0.7,31864,25,0.4,"block3",1,15289,44,NA,12,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_NS",NA,NA,NA,1,NA,3608,16,NA,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","the uprising at the Capitol was patriotic","M","block1","M-S-Anthony.png","critical","list2","list2_NS","Glenn didn't pretend that","Anthony","conservative",0,"pretend",3320,17,"S","capitol_uprising","NS",0.87,29,40,1,"CORRECT",0.63,"block2","name_question",0.3,0.49,0,0.49,"Glenn","Libby","CORRECT",0.73,24608,28,0.51,"block3",0.49,37719,54,NA,14,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4697,"default","it is too hard to get an abortion","M","block1","M-N-Daniel.png","critical","list2","list2_NS","Grace doesn't know that","Daniel","liberal",0.5,"know",6712,18,"N","abortion","NS",0.21,34,37,0,"INCORRECT",0.5,"block2","name_question",0.65,0.5,0.26,0.49,"Grace","Judith","INCORRECT",0.35,30495,23,0.57,"block3",1,12216,52,NA,15,"default","I think this experiment wanted to see if we associated a Southern accent with more conservative views.","No",34,"Yes","I sort of didn't like how varied the volume of the different speakers were. I had to adjust the volume for every speaker. In some cases, even individual speakers would be super loud at the very start of their sentence, and then they'd become really quiet after a few seconds.",3,"Male",4,"Japanese","Independents","Other",0.5,"asian",NA,0,NA,NA,NA,NA,NA,"HI","['AZ', 'HI']",NA,NA,"asian",0
4401,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_S",NA,NA,NA,0.98,NA,10258,4,NA,"elections","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","the 2020 election was legitimate","M","block1","M-S-Ryan.png","critical","list2","list2_S","Jen isn't right that","Ryan","liberal",0.94,"be_right",5772,5,"S","2020_election","S",0.96,25,21,0.97,"CORRECT",0.83,"block2","name_question",0.14,0.59,0,0.78,"Jen","Lucy","CORRECT",0.85,32942,25,0.89,"block3",0.87,51735,41,NA,2,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","it is too easy to buy guns","M","block1","M-N-Daniel.png","critical","list2","list2_S","Owen doesn't see that","Daniel","liberal",1,"see",5155,6,"N","gun_laws","S",0.02,34,41,0.02,"INCORRECT",0.87,"block2","age_question",0.49,0.56,0.01,0.79,"Owen","Charlotte","INCORRECT",0.14,32857,26,0.8,"block3",0.94,10672,52,NA,3,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","the minimum wage is too low","F","block1","F-N-Elizabeth.png","critical","list2","list2_S","Ken didn't pretend that","Elizabeth","liberal",0.97,"pretend",3434,7,"N","minimum_wage","S",0,27,20,0.04,"INCORRECT",0.87,"block2","name_question",0.02,0.82,0.98,0.9,"Ken","Sam","INCORRECT",0.98,36911,30,0.94,"block3",0.95,15142,50,NA,4,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_S",NA,NA,NA,0.01,NA,6902,8,NA,"capital","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","medicaid is underfunded","F","block1","F-S-Sarah.png","critical","list2","list2_S","Allison doesn't know that","Sarah","liberal",0.87,"know",8476,9,"S","medicaid","S",0.98,30,37,0.96,"CORRECT",0.87,"block2","age_question",0.88,0.87,0.96,0.81,"Allison","Sally","CORRECT",0.1,26957,24,0.67,"block3",0.96,18690,42,NA,6,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","it is too hard to get an abortion","M","block1","M-S-Joseph.png","critical","list2","list2_S","Grace didn't hear that","Joseph","liberal",0.05,"hear",5023,10,"S","abortion","S",0.08,27,18,0.97,"CORRECT",0.72,"block2","name_question",0.5,0.71,0.02,0.74,"Grace","Elena","CORRECT",0.48,36960,27,0.1,"block3",0.12,25646,37,NA,7,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","COVID is an overhyped virus","M","block1","M-S-Anthony.png","critical","list2","list2_S","Mary didn't hear that","Anthony","conservative",0.52,"hear",4790,11,"S","covid","S",0.92,29,19,0.04,"INCORRECT",0.52,"block2","name_question",0.91,0.52,0.01,0.51,"Mary","Shari","INCORRECT",0.1,37396,32,0.49,"block3",0.98,13480,55,NA,8,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","Trump handled the pandemic well","M","block1","M-N-Tim.png","critical","list2","list2_S","Danny didn't admit that","Tim","conservative",0.04,"admit",4246,12,"N","Trump_pandemic","S",0.02,26,20,0.98,"CORRECT",0.55,"block2","age_question",0.48,0.51,0.03,0.55,"Danny","Sandra","CORRECT",0.52,30567,23,0.82,"block3",0.51,15897,44,NA,9,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","the military is underfunded","F","block1","F-S-Donna.png","critical","list2","list2_S","Emma isn't right that","Donna","conservative",0.96,"be_right",3777,13,"S","military","S",0.06,36,39,0.03,"INCORRECT",0.78,"block2","age_question",0.11,0.7,0.99,0.74,"Emma","Bill","INCORRECT",0.84,79631,20,0.85,"block3",0.97,14727,43,NA,10,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","immigrants support the economy","F","block1","F-N-Helen.png","critical","list2","list2_S","Ben didn't admit that","Helen","liberal",0.52,"admit",3609,14,"N","immigrants","S",0.03,29,31,0.04,"INCORRECT",0.85,"block2","age_question",0.05,0.53,0.97,0.89,"Ben","Olivia","INCORRECT",0.92,37205,31,0.07,"block3",0.48,15673,53,NA,11,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","closing businesses during COVID was unnecessary","F","block1","F-S-Lily.png","MC","list2","list2_S",NA,"Lily","conservative",0.49,NA,4903,15,"S","lockdown","S",0.02,22,42,0.96,"CORRECT",0.85,"block2","age_question",0.97,0.95,0.95,0.81,"the lockdown","vaccine mandates","CORRECT",0.04,41449,33,0.52,"block3",0.92,9941,54,NA,12,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
4401,"default","mask mandates are unnecessary","F","block1","F-S-Amy.png","critical","list2","list2_S","Wendy doesn't know that","Amy","conservative",0.07,"know",7036,16,"S","masks","S",0.96,26,37,0.02,"INCORRECT",0.85,"block2","name_question",0.08,0.54,0.96,0.84,"Wendy","Judith","INCORRECT",0.95,40367,29,0.08,"block3",0.91,17534,45,NA,13,"default","perceptions of people","Yes",48,"Yes","none",2,"Female",0,NA,NA,"Green",0.51,NA,"black",0,NA,NA,NA,NA,NA,"LA","['LA']","Southern",NA,"black",0
