workerid,proliferate.condition,about,accent,age,american,comments,education,gender,income,language,otherParty,party,politics,race_asian,race_black,race_hawaiian,race_latino,race_native,race_otherRaceCheck,race_otherRaceText,race_white,state,state1year,whichAccent,error
4621,default,,Yes,27,Yes,,4,Male,2,,,Rep,0.63,0,1,0,0,0,0,,0,NY,['NY'],New York,
4364,default,"Judgments about people's politics based on age, race, gender, and region.",Yes,42,Yes,,4,Female,3,,,Dem,0.09,0,0,0,0,0,0,,1,MA,"['AZ', 'CA', 'CT', 'MD', 'MA', 'NY']",Boston,
4393,default,Prejudging peoples political stance based on their accent and the way they express,Yes,43,Yes,,2,Female,3,none,None,Other,0.49,0,0,0,0,0,0,,1,TN,"['KY', 'MI', 'SC', 'TN']",Southern,
4655,default,Perceptions of speech,No,45,Yes,,3,Female,5,,,Dem,0.08,0,0,0,0,0,0,,1,OH,"['OH', 'PA', 'WV']",,
4418,default,whether or not I believe the fact that people with southern accents are fucking retarded like they are dumb assholes I hate them.,No,42,Yes,I think the last comment was clear enough.,2,Male,0,none,,Dem,0.03,0,0,0,0,0,0,,1,AZ,"['AZ', 'MN']",No accent,
4517,default,The experiment is about how people view politics,No,26,Yes,,3,Male,5,None,,Dem,0.02,0,0,0,0,0,0,,1,NY,"['NJ', 'NY']",,
4632,default,What kind of judgements do people make about people on a first impression,No,59,Yes,"I have to admit, I think I make some judgements about people based on how they sound.",3,Female,1,german,,Rep,0.76,0,0,0,0,0,0,,1,MI,"['CA', 'IL', 'MI', 'NM']",,
4545,default,ability to detect accents and assigning political leanings to those with certain accents,Yes,48,Yes,none,3,Male,7,none,Independent,Other,0.46,0,0,0,0,0,0,,1,CA,['CA'],west coast,
4534,default,,Yes,23,Yes,,3,Female,2,,,Dem,0.02,0,0,0,0,0,0,,1,FL,['WV'],southern,
4580,default,Perceptions about accents,No,42,Yes,N/A,4,Male,2,N/A,,Dem,0.3,0,0,0,0,0,0,,1,MD,['MD'],N/A,
4369,default,how confident people are in their statements or if they say opinions assertively,No,36,Yes,when I thought people were from the south I automatically thought they were republicans ,3,Female,4,Assyrian,,Dem,0.02,0,0,0,0,0,0,,1,ID,['ID'],,
4392,default,no clue!,No,26,Yes,I have none,4,Female,0,none,,Dem,0.2,0,0,0,0,0,0,,1,OH,"['OH', 'PA', 'VA']",,
4529,default,I think it was about how people see others with accents and what they think about them.,No,34,Yes,I enjoyed this experiment and had no issues either.  Thank you.,2,Male,1,NA,,Rep,0.76,0,0,0,0,0,0,,1,MI,['MI'],NA,
4556,default,How peoples voices affect my perceptions of their statements,Yes,50,Yes,,4,Female,2,None,,Dem,0.43,0,0,0,0,0,0,,1,KY,"['IL', 'KY']",Midwestern,
4612,default,Perceptions of people based on accents and appearance,No,18,Yes,None,1,Female,7,N/A,,Dem,0,0,0,0,0,0,0,,1,TX,['TX'],N/A,
4585,default,Do regional accents skew fact presentation?,No,61,Yes,,3,Female,1,none,Independent,Other,0.43,0,0,0,0,0,0,,1,OH,['SC'],none,
4510,default,"what one believes, opinions and meanings of what is heard or spoken.",Yes,47,Yes,,2,Female,2,,,Rep,0.7,0,0,0,0,0,0,,1,LA,['LA'],"southern, mixed",
4385,default,Bias on how people speak and how that informs how people think about them before knwoing anything about them,No,24,Yes,Think there is not enough info presented in the first section of listening to people speak to determine some of the things on the sliders. Mainly the political affiliation and feminine part lol,1,Female,2,,,Green,0,0,0,0,0,0,0,,1,AZ,['AZ'],,
4558,default,How we perceive others based on accents and origin,No,37,Yes,I found this to be really insightful and made me think about how I think about people and make judgements. ,3,Male,3,none,,Rep,0.58,0,0,0,0,0,0,,1,,['PA'],,
4490,default,different regions of politics,No,36,Yes,,3,Male,-1,none,,Dem,0.38,0,1,0,0,0,0,,0,GA,['GA'],,
4379,default,Understanding peoples beliefs ,Yes,36,Yes,,3,Male,2,,,Dem,0.49,0,1,0,0,0,0,,0,MD,,,
4592,default,Judging conviction from ambiguous speech,Yes,41,Yes,,2,Male,4,English,,Rep,0.76,0,0,0,0,0,0,,1,MO,"['FL', 'MO', 'VA']",British,
4573,default,Accents influence on my judgements about people and their views.,No,58,Yes,,2,Female,0,,,Dem,0,0,0,0,0,0,0,,1,FL,"['FL', 'IL']",,
4476,default,To see how well you can interpret auditory information.,No,35,Yes,,3,Male,2,spanish,,Dem,0.11,0,0,0,1,0,0,,0,TX,['TX'],,
4477,default,I think the experiment is looking at whether I assume people with southern accents are Republicans and Trump supporters.,No,47,Yes,No comments.,3,Female,6,None,,Dem,0.4,0,0,0,0,0,0,,1,CA,['CA'],,
4597,default,How well people can interpret what people are saying.,No,70,Yes,no comments,0,Female,0,,,Dem,0.37,0,0,0,0,0,0,,1,OH,['OH'],,
4634,default,,No,33,Yes,,3,Male,1,,,Dem,0.21,0,1,0,0,0,0,,0,AZ,"['AZ', 'CA', 'IA']",,
4508,default,What speech utterances make a person seem convinced of something.,No,45,Yes,The accents were interesting,2,Male,1,n/a,,Rep,0.7,0,0,0,0,0,0,,1,NM,['NM'],n/a,
4386,default,Political beliefs,No,20,Yes,,2,Female,1,,,Dem,0.25,0,0,0,0,0,0,,1,OH,['OH'],,
4426,default,identifying peoples belief,No,30,Yes,Interesting study,3,Female,2,NA,,Dem,0.15,0,1,0,0,0,0,,0,FL,['FL'],NA,
4627,default,Maybe how people's accents affect our perception of them. ,Yes,54,Yes,I tend to believe southern white people are Republicans because it is what I see all around me even though I am not a Republican. I am in the minority as far as my political leaning in this state.,2,Female,2,,,Dem,0.04,0,0,0,0,0,0,,1,AR,"['AR', 'GA']",Southern,
4619,default,It was unlike anything I've done before. ,Yes,33,Yes,,2,Male,3,None,,Dem,0.03,0,0,0,0,0,0,,1,TX,['TX'],Southern,
4661,default,How someone's voice influences our perceptions of them. ,Yes,23,Yes,,1,Female,3,,,Dem,0.02,0,1,0,0,0,0,,1,GA,['GA'],Northern or from the UK,
4637,default,Language and perception,Yes,28,Yes,,3,Male,2,,,Dem,0.24,0,0,0,0,0,0,,1,AR,['AR'],Southern,
4458,default,To see if people will have general opinions about people from certain areas (I.E. do most people see southerners as less educated republicans).,No,31,Yes,,3,Male,0,N/A,,Dem,0.07,0,0,0,0,0,0,,1,MA,"['CT', 'MA', 'VT']",,
4380,default,It was about making assumptions about people based on appearance and voice.,No,61,Yes,There were a few people that were difficult to understand/hear.,3,Female,4,None,,Dem,0.4,0,0,0,0,0,0,,1,IL,['IL'],,
4406,default,Judging accents and their correlation to political belief,No,25,Yes,,3,Male,2,None,,Lib,0.71,0,0,0,0,0,0,,1,AL,"['AL', 'GA']",N/A,
4384,default,How do people judge others with accents,No,31,Yes,,4,Female,-1,,,Dem,0.22,0,0,0,0,0,0,,1,OH,"['FL', 'GA', 'NY', 'PA']",,
4692,default,Not sure.,No,39,Yes,,3,Male,1,,,Dem,0.16,0,0,0,0,0,0,,1,CA,['CA'],,
4473,default,Studying how people form opinions about people based on their accent or lack thereof.,No,25,Yes,,2,Male,5,None,,Dem,0.08,0,0,0,0,0,0,,1,CA,['CA'],NA,
4474,default,How we perceive people's voice tone,Yes,44,Yes,,4,Male,5,,,Rep,0.62,0,0,0,0,0,0,,1,MO,['MO'],Midwestern,
4455,default,Impressions of individuals based on their speaking,No,26,Yes,,3,Male,2,,,Rep,1,0,0,0,1,0,0,,0,FL,['FL'],,
4375,default,Politics views based on accent,No,41,Yes,None,2,Female,1,None,,Dem,0,0,1,0,0,0,0,,0,NC,['NC'],None,
4668,default,To predict what others political stances are from how they speak.,Yes,38,Yes,,3,Male,3,NA,,Dem,0.53,0,0,0,0,0,0,,1,OH,['OH'],Southern accent,
4666,default,Assumptions people make based on accents,Yes,33,Yes,I've been bullied and even potentially lost job opportunituies because people have made assumptions about me. It was rather triggering to do this survey.,3,Male,2,,,Dem,0.25,0,1,0,0,0,0,,0,NY,"['NY', 'TN', 'VA']",none,
4629,default,peoples beliefs ,No,34,Yes,,3,Female,0,,,Dem,0.23,0,0,0,0,0,0,,1,OH,['OH'],,
4436,default,How people form impressions and make judgements,No,29,Yes,,3,Female,2,,,Dem,0.13,0,1,0,0,0,0,,0,VA,['VA'],,
4370,default,"Wow, I really enjoyed this survey and the inter action.  It was nice to see faces with audio so you could make an opinion on the questions being asked.  Many surveys are kinda dull, but you sparked life into this one with the visual and audio in the study.  Great job to the team who put this together.  I'm sure you spent a lot of time on it and it really shows.  I wish more studies were like this survey!",No,47,Yes,"Again, thank you for an outstanding study about political beliefs, impressions of people, and the meaning of spoken statements!   I enjoyed the study and found it to be a truly enjoyable survey experience.  The survey worked perfect and I had no problems at all.  It takes a lot of time and work to create surveys like this and just wanted to let you know that everyone on Prolific truly appreciates all of your hard work and time so we may share our opinions.  Have a wonderful day and good luck in your studies!",3,Male,3,English,,Rep,1,0,0,0,0,0,0,,1,IN,"['FL', 'IN']",N/A,
4488,default,I don't know,Yes,38,Yes,,2,Male,0,,,Dem,0,0,0,0,0,0,0,,1,RI,['RI'],Rhode Island,
4442,default,unknown,No,40,Yes,,3,Male,5,,ind,Other,0.48,0,0,0,0,0,0,,1,AZ,['AZ'],,
4424,default,"to see if our opinion of people's intelligence, etc. is based on the region of the country they live in",Yes,65,Yes,,3,Male,3,,,Dem,0,0,0,0,0,0,0,,1,,['FL'],new england,
4404,default,"The weird sentence structure, speaking about someone else in the negative, and how it affects perception.",No,29,Yes,,3,Other,2,,Bernie Sanders,Other,0.27,0,0,0,0,0,0,,1,OH,"['IN', 'OH', 'WI']",,
4559,default,How we perceive people and their political associations,No,33,Yes,,3,Male,4,N/A,,Dem,0,0,0,0,0,0,0,,1,NC,"['NV', 'NC']",,
4551,default,Trying to discern people's belieg in something by the way in which they present the staatement someone else said.,Yes,71,Yes,An actual video would have been better so that their facial changes and eye movements could be read.,4,Female,2,HUNGARIAN,,Dem,0.04,0,0,0,0,0,0,,1,NJ,['FL'],New Jersey,
4579,default,Political assumptions we make about others based on the region of the country we think they live,Yes,59,Yes,,3,Male,4,none,,Rep,0.88,0,0,0,0,0,0,,1,SC,"['NC', 'SC']",Southern,
4438,default,speech/sound recognition,Yes,29,Yes,it was fun and easy .i enjoyed it,4,Male,1,,,Dem,0.96,0,1,0,0,0,0,,0,NV,['NV'],southern accent,
4638,default,Perceptions of intelligence and also what people are communicating who have southern accents,No,34,Yes,,4,Female,6,,,Dem,0.13,0,0,0,0,0,0,,1,CA,"['AZ', 'CA', 'MO', 'TX']",,
4371,default,Perceptions of people's beliefs and political orientation.,No,39,Yes,I was confused at first one part 2 but then I got it.,3,Female,4,0,,Lib,0.73,0,0,0,0,0,0,,1,CT,['CT'],n/a,
4636,default,I truly have no idea,No,39,Yes,n/a,3,Female,4,none,,Dem,0.17,0,0,0,0,0,0,,1,FL,['MA'],n/a,
4463,default,what we thought about others thoughts,No,61,Yes,good survey,1,Female,0,,,Rep,0.47,0,0,0,0,0,0,,1,NY,['NY'],,
4687,default,Determining assumed political views based on dialect and appearance.,No,22,Yes,,2,Male,2,,,Dem,0.07,0,1,0,0,0,0,,0,KY,"['KY', 'TN']",,
4403,default,How we view political ideas based on how someone sounds,Yes,53,Yes,,4,Male,6,none,,Dem,0.15,0,0,0,0,0,0,,1,,['NC'],Southern,
4402,default,Demographics of people with accents on the political spectrums.,No,18,Yes,,2,Female,1,,,Dem,0.31,0,0,0,0,0,0,,1,PA,['PA'],,
4389,default,"Perception of people based on accents as well as certain words (e.g. ""admit,"" ""confess"")",Yes,51,Yes,,4,Female,6,,,Dem,0.08,0,0,0,0,0,0,,1,PA,['PA'],Philadelphian,
4388,default,If and how accents affect people's assumptions.,No,31,Yes,,2,Other,1,,,Dem,0.12,0,0,0,0,0,0,,1,WA,['WA'],,
4459,default,Accents and how they relate to political assumptions,Yes,19,Yes,,1,Male,2,,,Dem,0,0,0,0,0,0,0,,1,KY,['KY'],Southern,
4374,default,Differences between north and south?,No,49,Yes,"It's ""capital"" punishment. The volume was inconsistent. Some of the phrasing was too odd to make much sense of the meaning. ",4,Female,3,,,Dem,0.07,0,0,0,0,0,0,,1,MD,['MD'],,
4555,default,measuring perceptions of people and speech,No,35,Yes,thanks,3,Male,4,,,Dem,0,0,0,0,0,0,0,,1,OR,"['OR', 'WA']",,
4482,default,Judgments about people's accents.,Yes,49,Yes,I found out I was wrong about some of my initial assumptions based on the complete recordings later in the study.,3,Male,5,none,Independent,-1,0.01,0,0,0,0,0,0,,1,NM,"['AZ', 'IL', 'IN', 'NM']",Hoosier/southern,
4623,default,human voice influences,No,49,Yes,none,2,Male,2,,,Dem,0.45,1,0,0,0,0,0,,0,VA,['VA'],,
4586,default,How we interpret accents and our perceptions of people.,No,37,Yes,I liked the survey it worked well and was interesting.  Well made.  Thank you.,3,Male,2,None,,Dem,0.41,1,0,0,0,0,0,,1,WI,"['IN', 'NY', 'WI']",N/A,
4501,default,It was about impressions.,No,28,Yes,,3,Female,1,none,,Dem,0,0,0,0,0,0,0,,1,FL,['FL'],,
4408,default,sterotypes of political views based on accents,Yes,29,Yes,,3,Female,6,,,Dem,0.04,0,0,0,0,0,0,,1,DC,"['CT', 'DC', 'RI']",New England,
4466,default,stereotypes of people,No,49,Yes,,3,Female,7,,,Rep,0.47,0,0,0,0,0,0,,1,PA,['PA'],,
4557,default,"Stereotypes and politics, especially with southerners.",No,46,Yes,,3,Female,2,N/A,,Dem,0.16,0,0,0,0,0,0,,1,GA,"['CA', 'CO', 'GA', 'MD', 'MS', 'MO']",,
4600,default,,No,22,Yes,,1,Male,2,,,Dem,0.3,0,0,0,0,0,0,,1,FL,"['FL', 'NY', 'PA']",None/Neutral,
4574,default,To see if accents or gender influences how people perceive ones political views.,Yes,41,Yes,This is a well put together study and the progress bar is welcomed given that many studies don’t have them. Best of luck to you and your research!,1,Male,1,,,Lib,0.51,0,0,0,0,0,0,,1,OH,['OH'],Midwest/southern,
4499,default,To see what people think of southerners.,No,43,Yes,It was a well done study.,2,Male,1,,,Lib,0.42,0,0,0,1,0,0,,1,FL,['FL'],,
4437,default,I really don't know.,No,31,Yes,,3,Male,4,,,Dem,0.24,0,0,0,0,0,0,,1,FL,,,
4448,default,How we perceive people based on gender and accents.,No,41,Yes,"I listened to many of the statements more than a few times.  A few of them I had trouble deciding - I could have talked myself into different answers.  So for those, I went with my gut.",3,Male,3,None,Independent,Other,0.5,0,0,0,0,0,0,,1,WI,['WI'],Midwest,
4686,default,I don't know,No,59,Yes,,3,Male,6,,,Dem,0,0,0,0,0,0,0,,1,NE,"['IA', 'NE']",,
4467,default,If someones ethnicity and location influences what political party and policies the person believes in.,Yes,33,Yes,,3,Female,2,None,,Dem,0.02,0,0,0,0,0,0,,1,PA,['PA'],Pittsburgh accent,
4568,default,Looks and voice determine what we think of people.,No,50,Yes,thanks this was fun,3,Male,2,english,,Rep,0.96,0,0,0,0,0,0,,1,MI,"['GA', 'MI']",,
4642,default,"When discussing politics, how much do we trust people with Southern accents?",No,64,Yes,"It was a bit disconcerting when an image of a person didn't match the voice. But it was interesting to think about my reactions to the audio, and how unsure I was about how my choice at times. Thanks.",3,Female,3,none,,Dem,0.11,0,0,0,0,0,0,,1,IN,"['CA', 'IN']",Occasionally I lapse into SoCal Valley Girl c. 1978,
4434,default,Perceptions of accents with regard to politics,No,29,Yes,Neat! Have a beautiful time!,3,Male,3,,,Dem,0.48,0,0,0,0,0,0,,1,NJ,['NJ'],,
4608,default,How people perceive accents and political beliefs.,Yes,22,Yes,N/A,3,Female,0,N/A,,Dem,0,0,0,0,0,0,0,,1,OR,['NY'],Northeastern,
4506,default,bias,No,72,Yes,,4,Female,4,none,,Rep,0.65,0,0,0,0,0,0,,1,NY,"['NY', 'NC']",,
4407,default,,No,27,Yes,,3,Male,2,,,Dem,0.23,0,0,0,0,0,0,,1,CA,['CA'],,
4451,default,What factors lead people to assume others' political beliefs + read certain political meanings into things those people say,No,26,Yes,,3,Female,3,,N/A (Independent),Other,0,0,0,0,0,0,0,,1,TX,['TX'],,
4688,default,Would they was someone sounded make me think they supported republican or democratic ideas,No,39,Yes,,2,Female,2,N/A,Independent,Other,0.53,0,0,0,0,0,0,,1,KS,['KS'],,
4643,default,If southern people are perceived as more republican/less intelligent,No,25,Yes,Kimberly's audio didn't load for me during the third section. I pressed the button repeatedly and it never said anything.,2,Other,2,None,,Dem,0.02,0,0,0,0,0,0,,1,MO,"['IN', 'MO']",N/A,
4515,default,The study want to see if I had a positive or negative reaction towards people and their political views based off their accents.,No,28,Yes,,3,Male,2,,,Dem,0.08,0,1,0,0,0,0,,0,MO,['MO'],,
4441,default,Forming impressions of others based on how they look and speak.,No,39,Yes,,1,Female,1,,,Dem,0.21,0,0,0,0,1,0,,1,KS,"['KS', 'MO']",,
4420,default,How first impressions of people influence what political views we think they have.,No,33,Yes,Ran well.,1,Male,2,,,Dem,0.18,0,0,0,0,1,0,,1,OK,"['IN', 'OK']",,
4378,default,how people judge others political standings based on their voice?,No,27,Yes,,3,Female,4,,,Dem,0.13,0,0,0,0,0,0,,1,NJ,,,
4503,default,Our perceptions of people based on their voice.,No,31,Yes,I did not experience any technical issues while taking this survey.,3,Male,3,,,Rep,0.5,0,0,0,0,0,0,,1,IN,['IN'],,
4454,default,I have no idea,No,35,Yes,This was pretty fun. I appreciated the progress bar.,4,Male,3,none,,Dem,0.12,0,0,0,0,0,0,,1,GA,"['GA', 'MN']",none,
4373,default,Judging people's opinions from voices. ,Yes,27,Yes,Everything went smoothly other than some quotes cutting out in the last part. ,3,Male,2,Igbo,,Dem,0.2,0,1,0,0,0,0,,0,DC,['DC'],DC/African accent. ,
4431,default,How we view people based off of expectations such as upbringing and accents.,No,38,Yes,Nothing comes to mind.,3,Male,5,English,,Dem,0.42,0,0,0,0,0,0,,1,MD,['MD'],N/A,
4523,default,I do not know,Yes,33,Yes,,3,Male,4,,,Rep,0.57,0,0,0,0,0,0,,1,FL,['FL'],midwestern,
4496,default,How people view others based on an accent,No,60,Yes,I don't have more to say. ,2,Male,1,none,,Rep,1,0,0,0,0,0,0,,1,CA,,,
4684,default,Perception of politics and accent,Yes,34,Yes,none,4,Male,2,none,,Rep,0.07,1,0,0,0,0,0,,0,MN,"['IL', 'MN', 'OH']",Minnesota,
4472,default,prejudices based on voice,Yes,36,Yes,,2,Female,0,,,Dem,0,0,0,0,0,0,0,,1,MN,"['MN', 'ND']",midwestern,
4701,default,I'm not sure. Maybe the assumptions we make about people based on limited data.,Yes,46,Yes,,2,Male,0,None,,Dem,0,0,0,0,0,0,0,,1,TX,"['CA', 'TX']",Texan / Southern,
4505,default,"Perhaps to see if people perceive others with certain accents, in certain ways",Yes,56,Yes,,4,Female,7,,,Dem,0.42,0,0,0,0,0,0,,1,FL,"['FL', 'IL', 'MI', 'NY']","New York, Long Island",
4522,default,our impressions of people and their politics,Yes,52,Yes,thank you,2,Male,0,none,,Dem,0.25,0,0,0,0,0,0,,1,FL,['FL'],Mix of shallow South and North,
4365,default,snap judgements and bias  - judging people's political beliefs on little information/first impressions ,No,30,Yes,,3,Female,2,,no party,Other,0.05,0,0,0,0,0,0,,1,OR,['WA'],,
4649,default,unsure,No,33,Yes,,3,Female,7,,,Green,0,0,0,0,0,0,0,,1,VA,['VA'],,
4651,default,Prejudices in accent recognition,Yes,60,Yes,,3,Male,6,,,Lib,0.52,0,0,0,0,0,0,,1,MN,"['DC', 'MN', 'VA']",Minnesotan/Midwest,
4610,default,people's perception of different accents and comprehension. ,Yes,34,Yes,none,4,Male,6,none,,Rep,0.73,0,0,0,0,0,0,,1,IL,"['IL', 'TN']",Chicago ,
4399,default,How accents affect how we view peoples opinions,No,22,Yes,,3,Female,1,,,Dem,0.28,0,1,0,0,0,0,,0,PA,['GA'],,
4677,default,I'm not really sure. Maybe it was to test to see if people assume people from a certain part of the country identify with a specific political party.,No,33,Yes,,2,Female,5,n/a,,Dem,0.25,0,0,0,0,0,0,,1,NV,['AZ'],n/a,
4599,default,"perceptions of peoples political beliefs, based on speech inflections",No,76,Yes,"In my own experience, I have learned that factors like age, speech inflections, and where one lives (or grew up) play too much into stereotypes and don't always give an accurate picture of someone's political leaning.  I've been surprised so many times, it prompted me to give neutral responses for a lot of part 2.  Thanks for an interesting survey!",3,Female,0,none,,Dem,0.09,0,0,0,0,0,0,,1,CA,['CA'],,
4461,default,how language used or accents influences our assumptions about people,Yes,28,Yes,this was fun! thanks x,2,Female,2,German,,Dem,0,0,0,0,0,0,0,,1,CT,,New Englander,
4417,default,Judging people's politics based on what they say and what their voice sounds like.,No,31,Yes,,2,Male,0,,PSL,Other,0,0,0,0,0,0,0,,1,TX,"['TX', 'WA']",,
4367,default,I'm not sure.,No,33,Yes,,1,Male,3,,,Dem,0,0,0,0,0,0,0,,1,MA,['MA'],,
4614,default,"How accents affect our views of peoples political leanings, intelligence, and other factors of their personality and belief systems.",Yes,57,Yes,,3,Female,1,,Progressivist,Other,0.01,0,0,0,0,0,0,,1,VA,"['CA', 'MD', 'MI', 'TX', 'VA']",Virginia / Southern,
4702,default,,Yes,39,Yes,,1,Female,1,,independent,Other,0.79,1,0,0,0,0,0,,1,AR,['TX'],Japanese,
4628,default,How people judge others by their speaking voices.,No,48,Yes,,3,Female,5,,,Lib,0.36,0,0,0,0,0,0,,1,MN,"['CA', 'MN']",,
4429,default,I don't know,No,45,Yes,,3,Male,5,none,,Rep,0.51,0,0,0,0,0,0,,1,OH,['OH'],none,
4470,default,"Evaluating perception of people based of dialect, age, image, etc. compared to ones demographic information",No,29,Yes,,4,Female,2,,,Dem,0,0,0,0,0,0,0,,1,GA,"['CT', 'GA']",,
4535,default,"Assessing levels of certainty in relation to demographics and voice, if people are willing to believe what is presented as such if it's a perceived Southern or non-Southern individual. If they are very strongly believing one way or another, is this present more so in prominently accented or non-prominently accented American individuals presented? I think the experiment shows a concern about Southern-ness.",No,34,Yes,"I almost think one should skip the profile pictures, because they don't match up with the voices. Are there any other stock photos available for research? For a second, I wanted to include the look of the person. But then I thought not to and went with the best info available, the demographics, what was said and their voice. I listen to different people from almost all over the world in my job. So it's kind of a work hobby to listen to people's tones, meanings, accents and influences on their use of language. The whole voice is very essential. I appreciate your study, thank you!  ",3,Female,0,,,Green,0.49,1,0,1,0,0,0,,1,OH,['OH'],,
4591,default,I do not know,No,55,Yes,,3,Male,2,,,Rep,0.81,0,0,0,0,0,0,,1,TN,['TN'],,
4521,default,Accents,No,54,Yes,It was interesting,4,Male,6,,,Rep,0.7,0,0,0,0,0,0,,1,AR,"['AR', 'TX']",,
4471,default,Maybe how many people in Gen Z form very specific opinions of other people's sociopolitical beliefs based on absolutely no information whatsoever.,No,55,Yes,Seemed absurd to try to know anything at all about these people.,2,Male,2,None,,Lib,0.52,0,0,0,0,0,0,,1,OR,"['AZ', 'OR']",N/A,
4492,default,Opinions on other people's beliefs based on their accents and word choices,Yes,31,Yes,,4,Male,7,None,,Lib,0.34,0,0,0,0,0,0,,1,KY,"['KY', 'VA']",Midwestern,
4366,default,Social issues,No,28,Yes,,1,Female,0,,none,Other,0.47,0,0,0,0,0,0,,1,MO,"['MD', 'MO']",,
4539,default,language interpretation,No,35,Yes,,3,Male,3,,,Dem,0.04,0,0,0,0,0,0,,1,CA,,,
4546,default,To see how we sterotype based on accents.,Yes,46,Yes,THis was interesting and kind of fun. ,2,Male,6,,,Dem,0.51,0,0,0,0,0,0,,1,FL,"['FL', 'IL', 'LA']",Chicago accent/Italian American,
4635,default,Judging people by their accents and how they may fall on the political line.,Yes,37,Yes,I was pretty accurate when it came to the accents and even the way certain people looked as far as where they would fall on the political spectrum. Sometimes stereotypes are correct.,3,Female,7,N/A,,Dem,0.09,0,1,0,0,0,0,,0,FL,['FL'],valley,
4548,default,Biases towards people with Southern accents.,No,55,Yes,,3,Female,5,N/A,,Dem,0.52,0,0,0,0,0,0,,1,CA,['CA'],,
4571,default,People's biases towards others' political beliefs.,No,32,Yes,,3,Male,2,,,Dem,0.12,0,0,0,0,0,0,,1,MN,"['MN', 'ND']",,
4682,default,perceptions on accents in the usa,No,20,Yes,,1,Male,1,,,Dem,0.48,0,0,0,0,0,0,,1,MD,['MD'],,
4696,default,If people have bias or can decipher meaning based upon an accent,No,37,Yes,,3,Female,6,,,Rep,0.59,0,0,0,0,0,0,,1,MI,"['CA', 'IL', 'MI']",,
